Sample,Number,MISGP_sample_number,Lake,Lake_sub_basin,Waterbody_ID,Lake_lat,Lake_long,Location_within_waterbody,Site_lat,Site_long,State,County,Year_collected,Date_collected,Collector,Microsatellite_strain,Fluridone_response,2_4D_response,Procellacor_response,ITS_ID,Comments,Putative_ID,Date_received,Who_received,Fresh_Frozen_Dried,Date Frozen,Extraction_comments,Date_extracted,Who_extracted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11542,11542,,Round,,2395600,45.997822,-91.299486,Blue Island 4,46.013504,-91.293354,WI,Sawyer,2021,9/5/21,Sara Hatleli ,H_MYR_11540,unknown,unknown,,,,,9/21/21,KAG,Dried,,,10/12/21,Patrick Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11543,11543,,Round,,2395600,45.997822,-91.299486,School House Bay 5,46.037419,-91.326995,WI,Sawyer,2021,9/5/21,Sara Hatleli ,E_MISGP_734,sensitive,sensitive,,,,,9/21/21,KAG,Dried,,,10/12/21,Patrick Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11544,11544,,Round,,2395600,45.997822,-91.299486,Boat Landing 6,,,WI,Sawyer,2021,9/5/21,Sara Hatleli ,H_MYR_11540,unknown,unknown,,,,,9/21/21,KAG,Dried,,,10/12/21,Patrick Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11545,11545,,Round,,2395600,45.997822,-91.299486,Hinton South 7,46.013507,-91.332376,WI,Sawyer,2021,9/5/21,Sara Hatleli ,H_MYR_11540,unknown,unknown,,,,,9/21/21,KAG,Dried,,,10/12/21,Patrick Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11546,11546,,Round,,2395600,45.997822,-91.299486,Edgewater 8 ,46.00654,-91.347905,WI,Sawyer,2021,9/5/21,Sara Hatleli ,E_MISGP_734,sensitive,sensitive,,,,,9/21/21,KAG,Dried,,,10/12/21,Patrick Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11547,11547,,Round,,2395600,45.997822,-91.299486,Blue Island 9,46.015875,-91.290538,WI,Sawyer,2021,9/5/21,Sara Hatleli ,H_MYR_11540,unknown,unknown,,,,,9/21/21,KAG,Dried,,,10/12/21,Patrick Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11548,11548,,Round,,2395600,45.997822,-91.299486,Placid Area 10 ,46.026705,-91.298579,WI,Sawyer,2021,9/5/21,Sara Hatleli ,E_MISGP_734,sensitive,sensitive,,,,,9/21/21,KAG,Dried,,,10/12/21,Patrick Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11549,11549,,Round,,2395600,45.997822,-91.299486,Edgewater 11 ,46.002192,-91.350163,WI,Sawyer,2021,9/5/21,Sara Hatleli ,H_MYR_11540,unknown,unknown,,,,,9/21/21,KAG,Dried,,,10/12/21,Patrick Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11550,11550,,Round,,2395600,45.997822,-91.299486,Richardson 12,45.998518,-91.323432,WI,Sawyer,2021,9/5/21,Sara Hatleli ,FAIL,,,,,,,9/21/21,KAG,Dried,,,10/12/21,Patrick Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11551,11551,,Round,,2395600,45.997822,-91.299486,Richardson Marina 13,,,WI,Sawyer,2021,9/5/21,Sara Hatleli ,E_MISGP_734,sensitive,sensitive,,,,,9/21/21,KAG,Dried,,,10/12/21,Patrick Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11552,11552,,Little Round,,2477500,46.0453999,-91.4995395,Little Round Lake 14,45.986771,-91.314164,WI,Sawyer,2021,9/5/21,Sara Hatleli ,E_MISGP_734,sensitive,sensitive,,,,,9/21/21,KAG,Dried,,,10/12/21,Patrick Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11553,11553,,Round,,2395600,45.997822,-91.299486,Hinton 15 ,46.023272,-91.327292,WI,Sawyer,2021,9/5/21,Sara Hatleli ,E_MISGP_734,sensitive,sensitive,,,,,9/21/21,KAG,Dried,,,10/12/21,Patrick Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11554,11554,,Indian,,86022300,45.308361,-94.027341,Sample 1,,,MN,Wright,2021,9/9/21,Alicia OHare,,,,,,East Access,,9/21/21,KAG,Dried,,,10/12/21,Patrick Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11555,11555,,Indian,,86022300,45.308361,-94.027341,Sample 2,,,MN,Wright,2021,9/9/21,Alicia OHare,,,,,,East Access,,9/21/21,KAG,Dried,,,10/12/21,Patrick Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11556,11556,,Indian,,86022300,45.308361,-94.027341,Sample 3,,,MN,Wright,2021,9/9/21,Alicia OHare,,,,,,East Access,,9/21/21,KAG,Dried,,,10/12/21,Patrick Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11557,11557,,Indian,,86022300,45.308361,-94.027341,Sample 4,,,MN,Wright,2021,9/9/21,Alicia OHare,,,,,,East Access,,9/21/21,KAG,Dried,,,10/12/21,Patrick Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11558,11558,,Indian,,86022300,45.308361,-94.027341,Sample 5,,,MN,Wright,2021,9/9/21,Alicia OHare,,,,,,East Access,,9/21/21,KAG,Dried,,,10/12/21,Patrick Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11559,11559,,Indian,,86022300,45.308361,-94.027341,Sample 6,,,MN,Wright,2021,9/9/21,Alicia OHare,,,,,,Southeast ,,9/21/21,KAG,Dried,,,10/12/21,Patrick Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11560,11560,,Indian,,86022300,45.308361,-94.027341,Sample 7,,,MN,Wright,2021,9/9/21,Alicia OHare,,,,,,Southeast ,,9/21/21,KAG,Dried,,,10/12/21,Patrick Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11561,11561,,Indian,,86022300,45.308361,-94.027341,Sample 8,,,MN,Wright,2021,9/9/21,Alicia OHare,,,,,,Southeast ,,9/21/21,KAG,Dried,,,10/12/21,Patrick Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11562,11562,,Indian,,86022300,45.308361,-94.027341,Sample 9,,,MN,Wright,2021,9/9/21,Alicia OHare,,,,,,Southeast ,,9/21/21,KAG,Dried,,,10/12/21,Patrick Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11563,11563,,Indian,,86022300,45.308361,-94.027341,Sample 10,,,MN,Wright,2021,9/9/21,Alicia OHare,,,,,,Southwest,,9/21/21,KAG,Dried,,,10/14/21,Patrick Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11564,11564,,Indian,,86022300,45.308361,-94.027341,Sample 11,,,MN,Wright,2021,9/9/21,Alicia OHare,,,,,,Southwest,,9/21/21,KAG,Dried,,,10/14/21,Patrick Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11565,11565,,Indian,,86022300,45.308361,-94.027341,Sample 12,,,MN,Wright,2021,9/9/21,Alicia OHare,,,,,,Southwest,,9/21/21,KAG,Dried,,,10/14/21,Patrick Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11566,11566,,Indian,,86022300,45.308361,-94.027341,Sample 13,,,MN,Wright,2021,9/9/21,Alicia OHare,,,,,,Southwest,,9/21/21,KAG,Dried,,,10/14/21,Patrick Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11567,11567,,Indian,,86022300,45.308361,-94.027341,Sample 15,,,MN,Wright,2021,9/9/21,Alicia OHare,,,,,,North ,,9/21/21,KAG,Dried,,,10/14/21,Patrick Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11568,11568,,Indian,,86022300,45.308361,-94.027341,Sample 16,,,MN,Wright,2021,9/9/21,Alicia OHare,,,,,,West,,9/21/21,KAG,Dried,,,10/14/21,Patrick Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11569,11569,,Indian,,86022300,45.308361,-94.027341,Sample 17,,,MN,Wright,2021,9/9/21,Alicia OHare,,,,,,West,,9/21/21,KAG,Dried,,,10/14/21,Patrick Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11570,11570,,Indian,,86022300,45.308361,-94.027341,Sample 18,,,MN,Wright,2021,9/9/21,Alicia OHare,,,,,,West,,9/21/21,KAG,Dried,,,10/14/21,Patrick Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11571,11571,,Indian,,86022300,45.308361,-94.027341,Sample 19 A,,,MN,Wright,2021,9/9/21,Alicia OHare,,,,,,North ,,9/21/21,KAG,Dried,,,10/14/21,Patrick Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11572,11572,,Indian,,86022300,45.308361,-94.027341,Sample 19 B ,,,MN,Wright,2021,9/9/21,Alicia OHare,,,,,,North ,,9/21/21,KAG,Dried,,,10/14/21,Patrick Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11573,11573,,Indian,,86022300,45.308361,-94.027341,Sample 20,,,MN,Wright,2021,9/9/21,Alicia OHare,,,,,,North ,,9/21/21,KAG,Dried,,,10/14/21,Patrick Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11574,11574,,Indian,,86022300,45.308361,-94.027341,Sample 21,,,MN,Wright,2021,9/9/21,Alicia OHare,,,,,,North ,,9/21/21,KAG,Dried,,,10/14/21,Patrick Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11575,11575,,Indian,,86022300,45.308361,-94.027341,Sample 22,,,MN,Wright,2021,9/9/21,Alicia OHare,,,,,,North ,,9/21/21,KAG,Dried,,,10/14/21,Patrick Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11576,11576,,John,,86028800,45.26001,-94.165205,Sample 1,,,MN,Wright,2021,8/29/21,Alicia OHare,FAIL,,,,,,,9/21/21,KAG,Dried,,,10/14/21,Patrick Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11577,11577,,John,,86028800,45.26001,-94.165205,Sample 2,,,MN,Wright,2021,8/29/21,Alicia OHare,N_REF_MYR_11577,unknown,unknown,,,,,9/21/21,KAG,Dried,,,10/14/21,Patrick Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11578,11578,,John,,86028800,45.26001,-94.165205,Sample 3,,,MN,Wright,2021,8/29/21,Alicia OHare,N_REF_MYR_11577,unknown,unknown,,,,,9/21/21,KAG,Dried,,,10/14/21,Patrick Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11579,11579,,John,,86028800,45.26001,-94.165205,Sample 4,,,MN,Wright,2021,8/29/21,Alicia OHare,N_REF_MYR_11579,unknown,unknown,,,,,9/21/21,KAG,Dried,,,10/14/21,Patrick Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11580,11580,,John,,86028800,45.26001,-94.165205,Sample 5,,,MN,Wright,2021,8/29/21,Alicia OHare,N_REF_MYR_11577,unknown,unknown,,,,,9/21/21,KAG,Dried,,,10/14/21,Patrick Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11581,11581,,John,,86028800,45.26001,-94.165205,Sample 6,,,MN,Wright,2021,8/29/21,Alicia OHare,E_MISGP_734,sensitive,sensitive,,,,,9/21/21,KAG,Dried,,,10/14/21,Patrick Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11582,11582,,John,,86028800,45.26001,-94.165205,Sample 7,,,MN,Wright,2021,8/29/21,Alicia OHare,N_REF_MYR_11577,unknown,unknown,,,,,9/21/21,KAG,Dried,,,10/14/21,Patrick Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11583,11583,,John,,86028800,45.26001,-94.165205,Sample 8,,,MN,Wright,2021,8/29/21,Alicia OHare,FAIL,,,,,,,9/21/21,KAG,Dried,,,10/14/21,Patrick Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11584,11584,,John,,86028800,45.26001,-94.165205,Sample 9,,,MN,Wright,2021,8/29/21,Alicia OHare,N_REF_MYR_11577,unknown,unknown,,,,,9/21/21,KAG,Dried,,,10/18/21,Sabrina Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11585,11585,,John,,86028800,45.26001,-94.165205,Sample 10,,,MN,Wright,2021,8/29/21,Alicia OHare,N_REF_MYR_11577,unknown,unknown,,,,,9/21/21,KAG,Dried,,,10/18/21,Sabrina Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11586,11586,,John,,86028800,45.26001,-94.165205,Sample 11,,,MN,Wright,2021,8/29/21,Alicia OHare,N_REF_MYR_11577,unknown,unknown,,,,,9/21/21,KAG,Dried,,,10/18/21,Sabrina Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11587,11587,,John,,86028800,45.26001,-94.165205,Sample 12,,,MN,Wright,2021,8/29/21,Alicia OHare,N_REF_MYR_11577,unknown,unknown,,,,,9/21/21,KAG,Dried,,,10/18/21,Sabrina Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11588,11588,,John,,86028800,45.26001,-94.165205,Sample 13,,,MN,Wright,2021,8/29/21,Alicia OHare,E_MISGP_734,sensitive,sensitive,,,,,9/21/21,KAG,Dried,,,10/18/21,Sabrina Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11589,11589,,Little Bearskin,,1523500,45.7111369,-89.6992006,143,45.71008243,-89.70237855,WI,Oneida,2021,8/17/21,Michelle Nault ,H_MYR_11589,unknown,unknown,,,,,9/28/21,PJD,Dried,,,10/18/21,Sabrina Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11590,11590,,Little Bearskin,,1523500,45.7111369,-89.6992006,352,45.70892408,-89.69321172,WI,Oneida,2021,8/17/21,Michelle Nault ,H_MYR_11589,unknown,unknown,,,,,9/28/21,PJD,Dried,,,10/18/21,Sabrina Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11591,11591,,Little Bearskin,,1523500,45.7111369,-89.6992006,289,45.70893416,-89.69698877,WI,Oneida,2021,8/17/21,Michelle Nault ,H_MYR_11589,unknown,unknown,,,,,9/28/21,PJD,Dried,,,10/18/21,Sabrina Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11592,11592,,Little Bearskin,,1523500,45.7111369,-89.6992006,420,45.70890798,-89.68727635,WI,Oneida,2021,8/17/21,Michelle Nault ,H_MYR_11589,unknown,unknown,,,,,9/28/21,PJD,Dried,,,10/18/21,Sabrina Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11593,11593,,Little Bearskin,,1523500,45.7111369,-89.6992006,394,45.7089168,-89.69051382,WI,Oneida,2021,8/17/21,Michelle Nault ,H_MYR_11589,unknown,unknown,,,,,9/28/21,PJD,Dried,,,10/18/21,Sabrina Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11594,11594,,Little Bearskin,,1523500,45.7111369,-89.6992006,203,45.71347904,-89.70020199,WI,Oneida,2021,8/17/21,Michelle Nault ,H_MYR_11589,unknown,unknown,,,,,9/28/21,PJD,Dried,,,10/18/21,Sabrina Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11595,11595,,Little Bearskin,,1523500,45.7111369,-89.6992006,340,45.71043764,-89.69374304,WI,Oneida,2021,8/17/21,Michelle Nault ,H_MYR_11589,unknown,unknown,,,,,9/28/21,PJD,Dried,,,10/18/21,Sabrina Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11596,11596,,Little Bearskin,,1523500,45.7111369,-89.6992006,270,45.71195981,-89.69751204,WI,Oneida,2021,8/17/21,Michelle Nault ,H_MYR_11589,unknown,unknown,,,,,9/28/21,PJD,Dried,,,10/18/21,Sabrina Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11597,11597,,Little Bearskin,,1523500,45.7111369,-89.6992006,168,45.71423792,-89.70127721,WI,Oneida,2021,8/17/21,Michelle Nault ,H_MYR_11589,unknown,unknown,,,,,9/28/21,PJD,Dried,,,10/18/21,Sabrina Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11598,11598,,Little Bearskin,,1523500,45.7111369,-89.6992006,246,45.70856183,-89.69914912,WI,Oneida,2021,8/17/21,Michelle Nault ,H_MYR_11589,unknown,unknown,,,,,9/28/21,PJD,Dried,,,10/18/21,Sabrina Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11599,11599,,Little Bearskin,,1523500,45.7111369,-89.6992006,318,45.70930788,-89.6935368,WI,Oneida,2021,8/17/21,Michelle Nault ,H_MYR_11589,unknown,unknown,,,,,9/28/21,PJD,Dried,,,10/18/21,Sabrina Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_11600,11600,,Little Bearskin,,1523500,45.7111369,-89.6992006,306,45.71082143,-89.69589936,WI,Oneida,2021,8/17/21,Michelle Nault ,H_MYR_11589,unknown,unknown,,,,,9/28/21,PJD,Dried,,,10/18/21,Sabrina Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
